OrderID,OrderDate,Supplier,SKU,ProductName,Quantity,UnitCost,UnitPrice,CountryFrom,CountryTo,ShippingMethod,LeadTimeDays,TransitTimeDays,OnTimeDelivery,DefectRate,Warehouse,TotalCost,Revenue,GrossMarginPct,IdleTime,Profit,OnTimeDeliveryBinary,LateFlag,Profit_from_units,Profit_diff,UnitCost_5pct_down,Profit_5pct_down,LeadTime_5pct_down,IdleTime_5pct_down,TotalCost_5pct_down_LT,Profit_5pct_down_LT,Profit_Change_LT,Defect_Profit_Loss,LeadTimeRange
ORD10069,7/9/2025,TransAuto Ltd,SKU-1053,Brake Pad,393,30.29999924,40.79999924,Italy,Egypt,Courier,45,44,Y,0.074600004,Giza-WH3,11896.09961,16030.5,25.79999924,1,4134,1,0,4126.5,7.5,28.78499928,4721.894985,42.75,0.95,11850.22597,4180.274026,46.27402628,308.3964165,Long (31-60 days)
ORD10059,7/10/2025,TransAuto Ltd,SKU-1037,Alternator,92,247.6999969,381.3999939,Egypt,Egypt,Air,47,41,Y,0.0111,Giza-WH3,22785.59961,35092.5,35.09999847,6,12306,1,0,12300.39972,5.600276,235.3149971,13439.81971,44.65,5.7,22510.35779,12582.14221,276.1422077,136.5966,Long (31-60 days)
ORD10017,7/11/2025,Delta Parts Co,SKU-1070,Brake Pad,314,96.80000305,115.8000031,Italy,Egypt,Air,3,1,Y,0.039000001,Cairo-WH1,30388.90039,36364.30078,16.39999962,2,5975,1,0,5966.000016,8.9999843,91.9600029,7485.760064,2.85,1.9,30297.15312,6067.147663,92.14766256,233.025006,Short (0-15 days)
ORD10098,7/20/2025,Delta Parts Co,SKU-1026,Gearbox,144,33.70000076,48.59999847,UAE,Egypt,Sea,43,36,Y,0.0053,Alex-WH2,4849.899902,7001.299805,30.70000076,7,2151,1,0,2145.59967,5.40032976,32.01500072,2388.239676,40.85,6.65,4528.784448,2472.515357,321.515357,11.4003,Long (31-60 days)
ORD10063,7/21/2025,Delta Parts Co,SKU-1098,Fuel Pump,229,88.5,118.5,China,Egypt,Sea,53,48,Y,0.048500001,Alex-WH2,20266.5,27143.40039,25.29999924,5,6876,1,0,6870,6,84.075,7883.325,50.35,4.75,20037.13182,7106.268571,230.2685714,333.4860069,Long (31-60 days)
ORD10051,7/25/2025,TransAuto Ltd,SKU-1019,Radiator,124,159.1000061,179.5,Germany,Egypt,Sea,24,17,Y,0.047499999,Giza-WH3,19727.19922,22260.5,11.39999962,7,2533,1,0,2529.599244,3.4007564,151.1450058,3516.019281,22.8,6.65,19406.08377,2854.416234,321.416234,120.3174975,Medium (16-30 days)
ORD10072,7/27/2025,Atlas Supply,SKU-1060,Brake Pad,58,207.5,294.3999939,UAE,Egypt,Sea,20,16,Y,0.030300001,Cairo-WH1,12033.7998,17073.5,29.5,4,5039,1,0,5040.199646,-1.1996462,197.125,5641.949646,19,3.8,11850.30525,5223.194745,184.1947451,152.681705,Medium (16-30 days)
ORD10071,8/1/2025,Atlas Supply,SKU-1079,Brake Pad,129,128.8000031,172.8000031,Germany,Egypt,Sea,47,42,Y,0.0164,Cairo-WH1,16613.90039,22289.90039,25.5,5,5676,1,0,5676,0,122.3600029,6506.76002,44.65,4.75,16384.53221,5905.368181,229.3681814,93.0864,Long (31-60 days)
ORD10008,8/3/2025,TransAuto Ltd,SKU-1019,Axle,447,29,36.90000153,China,Egypt,Sea,21,19,Y,0.071999997,Giza-WH3,12949.59961,16507.69922,21.60000038,2,3558,1,0,3531.300684,26.69931609,27.55,4179.450684,19.95,1.9,12857.85234,3649.846883,91.84688256,256.1759893,Medium (16-30 days)
ORD10067,8/3/2025,Atlas Supply,SKU-1081,Fuel Pump,279,189,256.8999939,Turkey,Egypt,Courier,25,23,Y,0.059700001,Cairo-WH1,52719.80078,71680.70313,26.39999962,2,18960,1,0,18944.0983,15.9017019,179.55,21580.6483,23.75,1.9,52628.05351,19052.64962,92.64962256,1131.912019,Medium (16-30 days)
ORD10076,8/5/2025,Zenith Logistics,SKU-1067,Radiator,290,7.699999809,11.19999981,Germany,Egypt,Sea,53,51,Y,0.0625,Giza-WH3,2221.399902,3242.199951,31.5,2,1020,1,0,1015,4.99999971,7.314999819,1126.649998,50.35,1.9,2129.652629,1112.547322,92.54732156,63.75,Long (31-60 days)
ORD10060,8/6/2025,Zenith Logistics,SKU-1083,Radiator,58,106.0999985,156.3999939,Italy,Egypt,Road,28,25,Y,0.0002,Alex-WH2,6153.200195,9074.099609,32.20000076,3,2920,1,0,2917.399733,2.6002668,100.7949986,3225.089729,26.6,2.85,6015.579286,3058.520323,138.5203228,0.584,Medium (16-30 days)
ORD10094,8/19/2025,Nile Components,SKU-1050,Alternator,247,139.6000061,174.6000061,UAE,Egypt,Sea,27,24,Y,0.0462,Giza-WH3,34488.60156,43133.60156,20,3,8645,1,0,8645,0,132.6200058,10369.06008,25.65,2.85,34350.98065,8782.620909,137.6209088,399.399,Medium (16-30 days)
ORD10023,8/24/2025,Atlas Supply,SKU-1000,Bearing,326,22.29999924,27,Egypt,Egypt,Sea,36,35,Y,0.0041,Cairo-WH1,7266.5,8795.5,17.39999962,1,1529,1,0,1532.200248,-3.20024776,21.18499928,1895.690235,34.2,0.95,7220.626364,1574.873636,45.87363628,6.2689,Long (31-60 days)
ORD10073,8/25/2025,Delta Parts Co,SKU-1040,Steering Rack,122,83.40000153,121.5999985,Turkey,Egypt,Air,60,54,Y,0.074100003,Giza-WH3,10176,14841.2998,31.39999962,6,4665,1,0,4660.39963,4.60036966,79.23000145,5169.13964,57,5.7,9900.758182,4940.541618,275.5416177,345.676514,Long (31-60 days)
ORD10045,8/30/2025,Nile Components,SKU-1008,Alternator,311,212,300.1000061,China,Egypt,Sea,51,50,Y,0.056600001,Giza-WH3,65928.89844,93328,29.39999962,1,27399,1,0,27399.1019,-0.1018971,201.4,30695.7019,48.45,0.95,65883.0248,27444.9752,45.97519628,1550.783427,Long (31-60 days)
ORD10033,9/1/2025,Nile Components,SKU-1098,Bearing,492,235.6999969,287.7000122,Italy,Egypt,Air,59,57,Y,0.057799999,Alex-WH2,115944.7031,141548.4063,18.10000038,2,25603,1,0,25584.00753,18.9924724,223.9149971,31382.22745,56.05,1.9,115852.9558,25695.45047,92.45047256,1479.853374,Long (31-60 days)
ORD10077,9/9/2025,TransAuto Ltd,SKU-1032,Bearing,96,226.8000031,347.6000061,UAE,Egypt,Courier,17,13,Y,0.066200003,Alex-WH2,21774.69922,33368.60156,34.70000076,4,11593,1,0,11596.80029,-3.800288,215.4600029,12685.4403,16.15,3.8,21591.20467,11777.39689,184.3968851,767.4566348,Medium (16-30 days)
ORD10068,9/9/2025,TransAuto Ltd,SKU-1065,Fuel Pump,127,189.8999939,235.3000031,Turkey,Egypt,Sea,48,43,Y,0.032699998,Cairo-WH1,24112.19922,29885.59961,19.29999924,5,5773,1,0,5765.801168,7.1988316,180.4049942,6971.66613,45.6,4.75,23882.83104,6002.768571,229.7685714,188.7770885,Long (31-60 days)
ORD10022,9/10/2025,TransAuto Ltd,SKU-1081,Gearbox,170,44.90000153,65,UAE,Egypt,Road,48,41,Y,0.067400001,Giza-WH3,7636.399902,11048.2998,30.89999962,7,3411,1,0,3416.99974,-5.9997399,42.65500145,3798.649753,45.6,6.65,7315.284448,3733.015352,322.015352,229.9014034,Long (31-60 days)
ORD10015,9/15/2025,Nile Components,SKU-1019,Brake Pad,125,160.6000061,175.8999939,Turkey,Egypt,Sea,23,20,Y,0.017999999,Cairo-WH1,20075,21991.19922,8.699999809,3,1916,1,0,1912.498475,3.501525,152.5700058,2916.248513,21.85,2.85,19937.37909,2053.820129,137.8201288,34.48799808,Medium (16-30 days)
ORD10057,9/17/2025,Nile Components,SKU-1071,Alternator,319,188.8999939,250.8000031,Egypt,Egypt,Road,26,25,Y,0.0548,Alex-WH2,60259.10156,79992.39844,24.70000076,1,19733,1,0,19746.10293,-13.1029348,179.4549942,22759.05784,24.7,0.95,60213.22792,19779.17052,46.17051628,1081.3684,Medium (16-30 days)
ORD10093,9/18/2025,Nile Components,SKU-1037,Brake Pad,349,19.10000038,28,UAE,Egypt,Sea,22,15,Y,0.035100002,Alex-WH2,6665.899902,9782.5,31.89999962,7,3116,1,0,3106.099867,9.90013262,18.14500036,3439.394874,20.9,6.65,6344.784448,3437.715552,321.715552,109.3716062,Medium (16-30 days)
ORD10049,9/21/2025,TransAuto Ltd,SKU-1079,Brake Pad,269,34,44.59999847,Egypt,Egypt,Road,49,47,Y,0.074600004,Alex-WH2,9132.599609,11997.40039,23.89999962,2,2864,1,0,2851.399588,12.60041157,32.3,3308.699588,46.55,1.9,9040.852336,2956.548054,92.54805356,213.6544115,Long (31-60 days)
ORD10046,9/22/2025,Delta Parts Co,SKU-1098,Steering Rack,424,10.69999981,14.19999981,UAE,Egypt,Sea,37,32,Y,0.0614,Giza-WH3,4536.799805,6025,24.70000076,5,1488,1,0,1484,4,10.16499982,1710.839996,35.15,4.75,4307.431624,1717.568376,229.5683764,91.3632,Long (31-60 days)
